w0      ed0     a0
50000	16	28
10000	11	28
16000	13	26
17500	14	33
18372	17	29
25000	17	29
18000	14	32
18000	12	26
14000	11	27
12190	12	29
12000	16	28
18200	14	27
18000	14	30
15000	15	26
6000	13	27
36000	16	33
20000	14	32
9000	12	29
30000	13	30
300	9	28
4000	13	25
24000	13	33
7000	11	29
29000	16	26
8000	12	25
34700	12	30
23900	14	27
15000	12	31
20000	12	26
35000	16	29
15000	9	29
45000	8	29
21000	12	27
24000	12	33
30000	18	33
24000	12	32
15000	15	30
8000	17	30
30000	16	32
5000	12	26
17200	12	30
11000	3	31
18900	12	29
18000	12	28
6000	12	28
15000	12	29
15000	12	26
27000	16	28
41000	16	29
26000	14	32
49000	19	27
9100	12	26
21000	12	28
16700	12	28
25000	12	28
18000	11	30
12500	12	32
16000	15	28
7	12	29
10000	12	30
23000	14	28
25500	16	33
3392	14	33
32000	10	27
14000	14	31
15000	12	33
19500	11	32
19000	13	29
18000	13	32
6720	13	31
3800	12	28
31000	17	27
11000	12	27
21000	16	31
21000	12	28
12000	12	29
16000	16	29
13000	14	27
8600	18	29
47000	17	33
50000	18	33
13500	12	25
7500	14	30
15000	12	30
25000	17	32
25000	12	27
20000	12	32
30000	12	26
15000	14	32
5000	12	31
15000	12	29
20000	14	32
18000	12	28
27000	9	28
14500	14	31
13500	12	25
21000	12	30
23000	12	31
13000	15	31
12000	12	26
12000	15	28
29240	18	28
35000	15	28
30000	9	30
24000	8	28
14000	12	32
10000	12	28
7500	13	26
15500	16	28
7000	12	29
17500	12	28
16000	13	31
25000	12	30
8000	13	31
11000	13	31
13000	12	27
15000	16	28
529	13	30
32000	16	31
7000	12	32
8000	12	26
30500	14	33
11000	15	27
22000	12	31
75000	14	27
16000	10	31
20000	12	33
23000	13	32
16000	12	33
43550	16	30
16500	12	30
43000	12	28
16000	14	31
25000	12	29
5000	13	32
3000	12	27
15000	12	32
4000	12	27
30000	12	31
7500	18	26
5000	13	31
22500	14	26
18000	12	28
36000	15	30
29000	15	27
28000	16	29
20200	16	26
12500	11	26
27000	12	32
35000	12	25
12000	9	30
22000	13	31
17000	18	29
9000	12	27
30000	16	27
16000	16	32
4000	14	29
11000	13	25
25000	14	32
20000	12	29
6000	12	30
16000	12	31
37200	13	33
9619	12	29
18000	8	26
38500	16	30
600	12	27
10000	15	27
10000	11	29
12000	12	30
24000	16	27
5000	12	31
12000	16	26
9000	12	28
14000	15	30
500	12	25
10000	12	28
22000	15	26
38000	16	28
18000	16	27
30000	12	28
7000	3	30
1500	12	26
14000	12	31
37000	14	27
10920	12	30
22000	17	27
42000	13	32
55000	16	32
10000	9	30
37000	16	30
30000	15	27
1300	12	26
2000	14	27
3000	13	31
34500	14	33
24300	15	26
6000	14	29
35000	13	33
19000	16	27
32000	12	33
7800	12	26
11000	15	29
9000	15	28
12000	16	29
15000	12	33
30000	12	32
27000	6	31
15000	12	30
17000	11	27
15000	12	33
1600	12	29
24000	12	32
29000	14	26
3000	12	28
25000	12	28
2400	12	27
6760	11	29
13000	12	31
2000	12	32
53000	16	31
15500	12	29
8477	12	31
15600	12	25
54000	16	29
35000	16	29
23000	12	32
21000	12	28
10000	14	32
19000	17	32
17000	11	26
29000	12	30
10000	12	29
22000	12	30
30000	12	30
10000	12	28
45000	13	32
30000	13	32
8000	8	32
25000	17	28
19900	12	30
21600	10	31
37000	12	28
25000	16	29
10000	12	28
12000	12	26
32000	14	29
2000	13	32
17000	12	28
21000	13	31
17000	14	30
18000	10	25
19611	13	26
17000	14	26
30000	13	28
30000	16	33
18000	12	33
31000	12	33
15000	18	26
49000	14	27
21726	12	30
24000	15	29
9700	12	29
17000	16	28
6000	12	29
30000	12	27
21900	18	31
34000	14	28
18000	12	27
7200	12	28
20300	14	33
30000	12	26
4000	17	27
32000	16	32
1679	13	30
9600	12	28
17000	12	29
15000	12	27
26000	16	30
200	14	26
10000	12	27
15000	12	29
10000	12	29
13000	12	27
30000	12	30
12000	12	29
21000	12	28
32000	12	28
30000	16	30
42000	20	32
14000	14	27
32000	12	30
13000	12	32
16000	14	26
4000	14	29
15000	12	28
7000	15	26
16000	12	30
15000	16	31
19600	13	32
30000	12	31
500	16	27
7998	12	27
5000	13	33
5000	1	32
14403	12	25
14000	12	28
6000	12	28
35000	14	31
11500	12	32
15000	12	33
27000	16	26
29200	12	28
20000	16	28
25000	14	30
21000	12	33
39000	12	31
19000	12	31
24000	10	33
19600	17	27
17450	12	29
10000	13	25
11000	12	26
14000	8	33
15000	14	31
15000	12	32
15000	16	29
30000	16	29
11000	12	28
4132	13	25
10200	19	26
16000	13	26
2700	12	29
24000	18	32
29000	12	32
2500	12	25
20000	16	32
29900	13	28
17000	12	27
13200	16	32
45441	17	32
31000	16	29
36000	18	30
34000	14	27
3000	12	30
15000	12	27
17000	12	30
11000	13	26
52000	17	28
14000	12	26
25000	12	31
12000	12	26
18000	11	30
30000	16	31
11000	16	32
9000	10	33
40000	16	29
17500	15	27
60000	12	30
5900	15	25
26000	9	26
8000	12	33
21000	15	27
28800	12	27
20000	13	26
1200	12	32
3048	14	30
49000	16	29
9684	12	27
14000	12	29
26500	12	32
1100	12	26
5000	12	30
18000	11	26
3500	12	29
25000	12	33
33000	12	28
11000	12	29
30100	12	29
17000	14	27
25600	16	26
26000	9	26
12500	12	31
40000	12	33
3000	13	31
36000	14	31
21000	17	27
9400	12	29
18500	12	26
10000	12	28
18000	12	28
22000	15	28
28000	17	28
22000	15	32
146	12	26
13600	12	31
37500	16	25
32000	13	28
26000	12	27
20000	12	28
29000	18	26
6000	14	30
27000	10	31
34000	10	26
37000	16	29
32000	12	27
29500	14	31
27000	16	27
31000	12	29
25000	12	28
26000	13	26
29000	16	27
11000	14	33
29000	16	26
8315	12	28
14000	14	26
8000	12	30
35000	12	29
22000	20	26
12000	15	29
45000	16	28
8000	12	32
6800	12	29
28000	12	31
9500	12	30
13000	12	26
30000	12	31
36000	12	32
22000	14	27
37000	16	26
16000	12	28
7000	12	32
18400	12	30
5116	12	26
15072	13	32
43260	19	28
6821	14	29
14500	12	33
22000	12	31
19000	12	30
9600	12	26
32000	16	25
23000	13	32
23000	13	26
32000	12	27
6500	13	27
65000	19	28
4000	14	28
36000	19	31
2000	12	32
8000	13	28
23500	13	27
17900	16	27
25000	16	26
15000	12	28
27000	13	27
2600	8	31
22000	13	27
30000	16	28
15000	14	31
20000	15	29
16000	9	31
13900	13	30
16000	14	26
20290	13	30
11000	13	29
1000	12	31
14000	15	28
24000	16	30
13000	14	29
10000	12	28
17920	12	32
27000	12	31
15000	12	30
12000	15	27
70000	16	32
48000	16	32
25700	14	28
16000	10	28
4000	16	25
32000	12	31
20800	12	29
24000	16	27
15520	12	27
25000	16	28
18000	14	27
12000	14	28
18000	12	30
12000	12	31
4172	12	28
10000	12	26
13900	12	32
14000	12	32
38900	12	30
23000	12	26
7000	16	30
17500	12	28
15000	14	28
22000	13	26
23200	14	29
30000	16	30
14000	8	25
25000	13	30
10000	12	27
48000	13	32
35000	4	32
15000	16	29
35000	13	32
10000	16	25
40000	12	28
51000	12	30
14000	16	26
33000	12	32
31000	12	29
12000	16	32
24000	9	31
16500	13	32
11000	12	29
20000	12	30
7000	12	27
30000	12	32
25000	12	30
18000	12	28
13000	12	28
17000	9	29
15000	17	30
12000	14	25
2000	14	28
20400	14	32
30000	17	28
6500	11	33
26000	14	27
20600	14	29
16000	12	31
17500	17	27
27000	12	28
34000	18	27
11910	13	25
24800	16	29
45000	16	33
7000	19	28
8000	15	30
14000	12	31
14000	16	32
20000	13	30
25000	14	29
30000	12	28
16500	12	26
1300	12	29
8000	13	26
37000	16	26
21000	12	30
9558	9	26
33000	12	27
17000	16	33
46000	19	30
10800	16	29
17000	13	32
28000	12	28
21000	12	32
14500	15	26
27640	16	31
13500	18	26
5800	14	30
28000	12	30
4861	12	31
20000	12	33
22000	12	26
16000	10	29
30000	14	32
13285	14	27
25000	13	27
22500	12	31
18000	13	30
23000	12	30
5000	12	27
26000	12	28
30000	12	27
18000	10	28
19000	11	27
22000	16	25
15000	14	27
34000	16	28
46000	16	31
13000	12	33
18500	12	31
32000	13	27
22500	12	32
18000	12	29
9000	12	28
11000	12	26
18000	16	28
10000	12	26
20000	12	26
16000	12	30
100000	18	32
450	13	28
27000	12	27
14000	11	27
11000	12	29
14000	12	27
27500	18	26
13800	11	27
14000	15	30
56000	16	31
35200	14	31
28000	16	29
29000	14	33
13000	12	28
28000	12	29
13000	12	26
12000	13	29
32000	12	32
173852	19	32
15000	12	29
15000	12	32
25000	13	33
12000	12	26
29000	13	31
30000	14	30
27000	18	31
12000	11	33
32000	13	29
15000	10	29
29000	12	25
27000	12	32
15000	12	30
30000	13	27
21700	20	33
37000	12	27
5000	11	32
13000	14	32
24000	17	32
12000	12	32
32300	18	30
22000	14	28
24000	16	28
17000	12	26
14300	9	29
18000	9	26
26000	15	31
21000	12	26
31000	12	25
21000	14	32
15000	14	30
23000	18	26
22000	13	27
32000	13	28
6500	12	31
2000	11	26
9000	12	28
1500	13	28
3000	13	29
5000	12	30
6000	17	29
10000	12	30
42000	14	31
16000	19	27
70000	16	33
24000	15	27
10000	8	26
16000	12	26
23000	14	30
33000	16	29
9000	9	27
10000	8	30
20000	14	30
13000	12	32
19000	12	27
23000	16	26
35000	13	28
27000	12	27
8568	16	28
30000	14	28
18000	10	32
10956	9	29
15000	12	29
24000	15	30
11000	15	31
14000	12	29
45000	16	29
17000	18	28
27000	16	30
17000	12	29
15000	9	25
26000	15	32
38000	13	25
24000	10	26
